model_id,alias,model_name,brand_id,class_id,narrative,status,abbreviation,quickbook_model_id,model_path,is_active,updated_by,updated_date
7369,"Nub Cameroon","Nub Cameroon",1203,86,"<p>Scoring a 92 and becoming a top 25 cigar for the year says it all! I’m a huge fan of African Cameroon wrappers on any cigar. On this edition, its especially tasty. This stick is a mildly spicy, medium to slightly full bodied smoke with a cool burn and complex taste. I highly recommend a five pack of 3×58’s. Origin - Nicaragua Filler - Nicaraguan Binder - Coming Soon! Wrapper Type - Brazilian - Cameroon</p>",active,NUBCA,80001F56-1499981079,oliva-nub-cameroon,1,106,"2023-01-04 16:50:14"
7370,"Nub Cain F","Nub Cain F",1203,86,,active,NUBCAI,80001F57-1499981191,oliva-nub-cain-f,1,106,"2023-01-04 16:50:28"
7371,"Master Blends","Master Blends",1203,86,NULL,active,MAST,80001F58-1499981240,oliva-master-blends,1,106,"2023-01-04 16:50:42"
7372,"Serie G","Serie G",1203,86,"<p>This great brand traces its roots back to 1886 when Melanio Oliva began growing tobacco in Cuba. After the revolution, his grandson Gilberto went to Spain and then settled in Nicaragua. In 1995 Gilberto and his son Gilberto Jr. launched the company. The 90 rated, box-pressed, Serie G came on the scene in 2007. Cameroon wrapped cigars are among my favorite. Box press them and youve won my heart! Olivas proprietary blend of Nicaraguan fillers with a vintage Cuban seed grown Habano binder produces a rich, well rounded medium-bodied cigar without any hint of harshness. Many feel that this cigar remains one of the companys finest to this day. If youve had them, you know. If you havent tried them, I urge you to grab a five-pack. Serie G is one of my absolute favorites. Origin - Nicaragua Filler - Nicaraguan Binder - Cuban Seed Habano Wrapper Type - Cameroon</p>",active,SERIEG,80001F59-1499981273,oliva-serie-g,1,106,"2023-01-04 16:50:56"
7373,"Serie G Maduro","Serie G Maduro",1203,86,"<p>Need some time to catch your breath? The great characteristic of this cigar is that it starts off with a well rounded medium taste that increases in intensity as you move down the line. Throughout the entire smoke this Oliva stays very, very smooth! Origin - Nicaragua Filler - Nicaraguan Binder - Coming Soon! Wrapper Type - Connecticut Broadleaf</p>",active,SERIEGM,80001F5A-1499981394,oliva-serie-g-maduro,1,106,"2023-01-04 16:51:10"
7374,"Flor de Oliva Original","Flor de Oliva Original",1203,86,"<p>This great brand traces its roots back to 1886 when Melanio Oliva began growing tobacco in Cuba. After the revolution, his grandson Gilberto went to Spain and then settled in Nicaragua. In 1995 Gilberto and his son Gilberto Jr. launched the company. If youre a fan of Oliva cigars, youll agree that this company delivers what you pay for. While their super premiums are priced fairly considering the great sticks they are.......they aint cheap! When the Flor De Oliva bundles of value-priced premiums were launched, the company made it very clear that everyone can now enjoy their brand every day for around $3 each! Even those folks that smoked long cigars with big ring sizes. The Original edition is a medium-bodied stick that burns slowly and increases in intensity as you move along. Ive often smoked the Churchills halfway down and thrown the rest away without any guilt! Origin - Nicaragua Filler - Dominican-Nicaraguan Binder - Nicaraguan Wrapper Type - Connecticut Broadleaf-Sumatra</p>",active,FLORD,80001F5B-1499981599,oliva-flor-de-oliva-original,1,136,"2023-02-02 11:31:32"
7375,"Flor de Oliva Gold","Flor de Oliva Gold",1203,86,"<p>This great brand traces its roots back to 1886 when Melanio Oliva began growing tobacco in Cuba. After the revolution, his grandson Gilberto went to Spain and then settled in Nicaragua. In 1995 Gilberto and his son Gilberto Jr. launched the company. If you’re a fan of Oliva cigars, you’ll agree that this company delivers what you pay for. While their super premiums are priced fairly considering the great sticks they are…….they ain’t cheap! When the Flor De Oliva bundles of value-priced premiums were launched, the company made it very clear that everyone can now enjoy their brand every day for around $3 each! Even those folks that smoked long cigars with big ring sizes. This Gold edition is a mild to mellow bodied cigar. Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Connecticut</p>",active,FLORDE,80001F5C-1499981658,oliva-flor-de-oliva-gold,1,106,"2023-01-04 16:51:50"
7376,"Connecticut Reserve","Connecticut Reserve",1203,86,"<p>This great brand traces its roots back to 1886 when Melanio Oliva began growing tobacco in Cuba. After the revolution, his grandson Gilberto went to Spain and then settled in Nicaragua. In 1995 Gilberto and his son Gilberto Jr. launched the company. When the Connecticut Reserve line was launched we all did a double-take. If youre an Oliva fan you know that most of their cigars generally hit the needle at the medium-full bodied scale. The company knew there were a ton of folks who enjoyed mild to mellow tasting sticks they werent reaching. If youre one of them, heres your cigar! While the strength has been dialed down, Olivas signature taste remains. This is a very satisfying, smooth, creamy cigar with a lot of flavor. Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Connecticut</p>",active,OLI:CONNECTICUTR,80001F5D-1499981727,oliva-connecticut-reserve,1,106,"2023-01-04 16:52:20"
7377,"Nub Cain Habano","Nub Cain Habano",1203,86,,active,NUBCAIN,80001F5E-1499981845,oliva-nub-cain-habano,1,106,"2023-01-04 16:52:35"
7378,"Nub Cain Maduro","Nub Cain Maduro",1203,86,,active,NUBCAINM,80001F5F-1499981885,oliva-nub-cain-maduro,1,106,"2023-01-04 16:52:51"
7379,"Nub Cain Daytona","Nub Cain Daytona",1203,86,,active,NUBCAIND,80001F60-1499981969,oliva-nub-cain-daytona,1,106,"2023-01-04 16:53:08"
7380,Maduro,Maduro,1284,86,"More full bodied than it lighter sister and value priced as well! If you’re a fan of robust taste and want an everyday smoke that’s budget friendly….look no more! A 90 rating doesn’t hurt either!



Origin - Honduras

Filler - Nicaraguan-Panamanian

Binder - Mexican

Wrapper Type - Maduro",active,OMA:MADURO,80001F61-1499982150,omar-ortez-maduro,1,1,"2022-05-02 03:21:35"
7381,"1964 Maduro","1964 Maduro",1288,91,"<p>The Padrón 1964 Anniversary Series line was introduced &nbsp;in 1994 to commemorate the company’s 30th anniversary. &nbsp;This line consists of sixteen sizes all available in sun-grown natural and maduro wrappers.</p><p>All tobacco used in this limited production series is aged for four years, creating a smooth and complex flavor. In honor of the age-old Cuban tradition of box-pressing cigars, the 1964 Anniversary line was introduced &nbsp;as a box-pressed series. All these cigars are produced with a specially designed double band featuring an individually numbered guarantee label.</p><p>The Padrón 1964 Anniversary Series is consistently ranked by industry experts as one of the top brands in the world.&nbsp;</p><p>Wrapper, Binder and Filler are Nicaraguan</p>",active,1964,80001F62-1499982729,padron-1964-maduro,1,60,"2022-05-30 09:13:28"
7382,"Original Maduro","Original Maduro",1288,86,"<p>Founded in 1964 and evolving throughout their history, the Original Padrón Series today consists of fifteen medium- to full-bodied, long-filler cigars ranging from the Cortico to the large size Magnum in both natural and maduro wrappers. A beautifully balanced cigar of exceptional quality and value, the Original Padrón line is aged for a minimum of two-and-one-half years. As with all of Padrons exceptional &nbsp;offerings, this line is hand crafted using only sun-grown tobacco.</p><p>Wrapper,Binder and Filler are Nicaraguan</p>",active,ORIGINALMA,80001F63-1499982966,padron-original-maduro,1,121,"2022-06-01 13:04:41"
7383,Damaso,Damaso,1288,86,"<p>The Dámaso line of cigars offers a complex mild to medium flavor &nbsp;profile crafted over five generations.This round, mild, flavorful, hand crafted and limited production cigar is made with &nbsp;an Ecuadorian &nbsp;Connecticut wrapper and is available in six sizes.</p>",active,DAM,80001F64-1499983166,padron-damaso,1,98,"2023-01-06 14:15:10"
7384,"10th Anniversary Champagne","10th Anniversary Champagne",1226,86,"<p>Nick Perdomo and his Dad are well renowned cigar makers. I’ve watched them grow to one of the world’s powerhouse teams producing a wide array of highly rated premiums. In fact, over 20 years ago I remember Nick personally traveling around the country and winding up in my Long Island store soliciting for business! Many years later when I went to the last big Cigar Show trying to see him was like trying to see a rock start! His success is well earned. When this 10th Anniversary Champagne line was launched it was well received. Lets face it, Perdomo only makes great cigars! The Ecuadorian Connecticut seed wrapper encasing this Nicaraguan stick yields a mild taste with a nice bit of sweetness. Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Ecuador Connecticut</p>",active,10THANN,80001F66-1499983688,perdomo-10th-anniversary-champagne,1,98,"2023-01-06 12:58:27"
7385,"10th Anniversary Sungrown old","10th Anniv. SG old",1226,87,,inactive,10THA,80001F67-1499983811,perdomo-10th-anniv-sg-old,0,98,"2023-11-10 05:31:02"
7386,"12 Year Sungrown","12 Year Sungrown",1226,92,,active,12Y,80001F69-1499984059,perdomo-12-year-sungrown,1,98,"2022-12-06 09:12:22"
7387,"12 Year Connecticut","12 Year Connecticut",1226,92,,active,12YE,80001F6A-1499984170,perdomo-12-year-connecticut,1,1,"2022-05-02 03:23:27"
7388,"20th Anniversary Connecticut","20th Anniversary Connecticut",1226,86,"<p>Nick Perdomo and his Dad are well renowned cigar makers. I’ve watched them grow to one of the world’s powerhouse teams producing a wide array of highly rated premiums. In fact, over 20 years ago I remember Nick personally traveling around the country and winding up in my Long Island store soliciting for business! Many years later when I went to the last big Cigar Show trying to see him was like trying to see a rock start! His success is well earned. When the 20th Anniversary line was launched all editions were highly rated first class sticks. This Connecticut blend yields a complex mild to mellow flavor with a bit of spice and sweetness along the way. Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Ecuador Connecticut</p>",active,20THA,80001F6B-1499984368,perdomo-20th-anniversary-connecticut,1,98,"2023-01-06 12:58:45"
7389,"20th Anniversary Maduro","20th Anniversary Maduro",1226,86,"<p>Nick Perdomo and his Dad are well-renowned cigar makers. I’ve watched them grow to one of the world’s powerhouse teams producing a wide array of highly-rated premiums. In fact, over 20 years ago I remember Nick personally traveling around the country and winding up in my Long Island store soliciting for business! Many years later when I went to the last big Cigar Show trying to see him was like trying to see a rock start! His success is well earned. When the 20th Anniversary line was launched, all editions were highly rated first-class sticks. This Maduro edition is hard to describe. Some folks say its totally full-bodied while others claim its medium to full-bodied. I guess what makes this so is because this box-pressed sticks wrapper is triple fermented and aged in Cedarwood boxes then placed in bourbon barrels for just over a year. Youll just have to judge for yourself. Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Habano Maduro</p>",active,20THAN,80001F6C-1499984462,perdomo-20th-anniversary-maduro,1,98,"2023-01-06 12:59:01"
7390,"20th Anniversary Sungrown","20th Anniversary Sungrown",1226,86,"<p>Nick Perdomo and his Dad are well renowned cigar makers. I’ve watched them grow to one of the world’s powerhouse teams producing a wide array of highly rated premiums. In fact, over 20 years ago I remember Nick personally traveling around the country and winding up in my Long Island store soliciting for business! Many years later when I went to the last big Cigar Show trying to see him was like trying to see a rock start! His success is well earned. When the 20th Anniversary line was launched all editions were highly rated first class sticks. This Sun Grown Nicaraguan puro edition is a Cuban style, full flavored stick. Its strong, robust taste increases in intensity along the way. Buckle up! Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Sun Grown</p>",active,20THANN,80001F6D-1499984560,perdomo-20th-anniversary-sungrown,1,98,"2023-01-06 12:59:30"
7391,"Habano BBA Connecticut","Habano BBA Connecticut",1226,86,,active,HABANOB,80001F6E-1500037941,perdomo-habano-bba-connecticut,1,98,"2023-01-06 12:59:46"
7392,"Habano BBA Maduro","Habano BBA Maduro",1226,86,,active,HABANOBB,80001F6F-1500038026,perdomo-habano-bba-maduro,1,98,"2023-01-06 13:00:03"
7393,"Habano BBA Sungrown","Habano BBA Sungrown",1226,86,,active,HABANOBBA,80001F70-1500038285,perdomo-habano-bba-sungrown,1,98,"2023-01-06 13:00:31"
7394,Connecticut,Connecticut,1299,88,"Nick Perdomo and his Dad are well renowned cigar makers. I’ve watched them grow to one of the world’s powerhouse teams producing a wide array of highly rated premiums. In fact, over 20 years ago I remember Nick personally traveling around the country and winding up in my Long Island store soliciting for business! When I went to the last big Cigar Show trying to see him was like trying to see a rock start! His success is well earned.



When he created the Craft Series, the industry was stunned. As Craft Beers began to rise and take a foothold throughout the country many of us have to come to enjoy these small batch beverages. Nicaraguan filler and binder tobaccos combined with a Connecticut Shade wrapper produced a mild and mellow smoke. As the picture on the package shows this cigar is a great mate with light beers and ales along with golden lagers.



Origin - Nicaragua

Filler - Nicaraguan

Binder - Nicaraguan

Wrapper Type - Connecticut",inactive,PERD:CONNECTICUT,80001F71-1500038443,perdomo-craft-series-connecticut,0,1,"2023-11-10 05:31:02"
7395,Maduro,Maduro,1299,86,"Nick Perdomo and his Dad are well renowned cigar makers. I’ve watched them grow to one of the world’s powerhouse teams producing a wide array of highly rated premiums. In fact, over 20 years ago I remember Nick personally traveling around the country and winding up in my Long Island store soliciting for business! Many years later when I went to the last big Cigar Show trying to see him was like trying to see a rock start! His success is well earned.



When he created the Craft Series, the industry was stunned. As Craft Beers began to rise and take a foothold throughout the country many of us have to come to enjoy these small batch beverages. This selection’s medium to full bodied character is perfectly matched to compliment your favorite dark beer or Stout.



Origin - Nicaragua

Filler - Nicaraguan

Binder - Nicaraguan

Wrapper Type - Maduro",inactive,MADUR,80001F72-1500038529,perdomo-craft-series-maduro,0,1,"2023-11-10 05:31:02"
7396,Sungrown,Sungrown,1299,86,,inactive,PERD:SUNGROWN,80001F73-1500038590,perdomo-craft-series-sungrown,0,1,"2023-11-10 05:31:02"
7397,Connecticut,Connecticut,1300,86,,inactive,PERDO:CONNECTICU,80001F74-1500038686,perdomo-grand-cru-2006-connecticut,0,1,"2023-11-10 05:31:02"
7398,Sungrown,Sungrown,1300,86,,inactive,PERDO:SUNGROWN,80001F75-1500038741,perdomo-grand-cru-2006-sungrown,0,1,"2023-11-10 05:31:02"
7399,"Factory Tour Blend Connecticut","Factory Tour Blend Connecticut",1226,86,,active,FACT,80001F78-1500039628,perdomo-factory-tour-blend-connecticut,1,98,"2023-01-06 13:01:06"
7400,"Factory Tour Blend Maduro","Factory Tour Blend Maduro",1226,86,,active,FACTO,80001F79-1500039709,perdomo-factory-tour-blend-maduro,1,98,"2023-01-06 13:01:22"
7401,"Factory Tour Blend Sungrown","Factory Tour Blend Sungrown",1226,86,,active,FACTOR,80001F7A-1500039780,perdomo-factory-tour-blend-sungrown,1,98,"2023-01-06 13:01:47"
7402,"Fresco Connecticut","Fresco Connecticut",1226,86,,active,FRESC,80001F7B-1500039878,perdomo-fresco-connecticut,1,98,"2023-01-06 13:02:05"
7403,"Fresco Maduro","Fresco Maduro",1226,86,,active,FRESCO,80001F7C-1500039936,perdomo-fresco-maduro,1,98,"2023-01-06 13:02:24"
7404,"Fresco Sungrown","Fresco Sungrown",1226,86,,active,FRESCOS,80001F7D-1500039999,perdomo-fresco-sungrown,1,98,"2023-01-06 13:02:43"
7405,Maduro,Maduro,1300,86,,inactive,MADURO,80001F7E-1500040069,perdomo-grand-cru-2006-maduro,0,1,"2023-11-10 05:31:02"
7406,Humibags,Humibags,1226,86,,active,HUMIBA,80001F7F-1500040107,perdomo-humibags,1,98,"2023-01-06 13:03:13"
7407,"Lot 23 Connecticut","Lot 23 Connecticut",1226,86,,active,LOT,80001F80-1500040249,perdomo-lot-23-connecticut,1,98,"2023-01-06 13:03:34"
7408,"Lot 23 Maduro","Lot 23 Maduro",1226,86,,active,LOT2,80001F81-1500040335,perdomo-lot-23-maduro,1,124,"2023-03-29 10:09:01"
7409,"Lot 23 Sungrown (Natural)","Lot 23 Sungrown (Natural)",1226,86,,active,LOT23,80001F82-1500040409,perdomo-lot-23-sungrown-natural,1,98,"2023-01-06 13:04:33"
7410,"10th Anniversary Noir","10th Anniversary Noir",1226,87,"<p>Nick Perdomo and his Dad are well renowned cigar makers. I’ve watched them grow to one of the world’s powerhouse teams producing a wide array of highly rated premiums. In fact, over 20 years ago I remember Nick personally traveling around the country and winding up in my Long Island store soliciting for business! Many years later when I went to the last big Cigar Show trying to see him was like trying to see a rock start! His success is well earned. When this 10th Anniversary Champagne line was launched it was well received. Let’s face it, Perdomo only makes great cigars! I feel this 91 rated Noir edition is the best of the three. With the wrapper being aged for two years combined with Perdomos vintage filler and binder leaves, this cigar delivers a very smooth medium-full bodied flavor with nice bits of espresso and chocolate along the way. Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Maduro</p>",inactive,10THAN,80001F83-1500040694,perdomo-10th-anniversary-noir,0,106,"2023-11-10 05:31:02"
7411,"Small Batch Connecticut","Small Batch Connecticut",1226,86,,active,SMALLB,80001F84-1500040765,perdomo-small-batch-connecticut,1,98,"2023-01-06 13:04:56"
7412,"Small Batch Maduro","Small Batch Maduro",1226,86,,active,SMALLBA,80001F85-1500040843,perdomo-small-batch-maduro,1,98,"2023-01-06 13:06:00"
7413,"Maduro Maduro","Maduro Maduro",1223,86,,active,MADUROM,80001F86-1500041105,punch-maduro-maduro,1,98,"2023-01-06 12:12:19"
7414,Maduro,Maduro,1223,86,,active,PUN:MADURO,80001F87-1500041229,punch-maduro,1,1,"2022-05-02 03:23:33"
7415,"Small Cigars","Small Cigars",1223,86,,active,SMALLC,80001F88-1500041499,punch-small-cigars,1,124,"2023-02-04 13:03:17"
7416,Bundles,Bundles,1221,86,,active,ROC:BUNDLES,80001F8B-1500042321,rocky-patel-bundles,1,98,"2023-01-06 09:56:21"
7417,Aquitane,Aquitane,1220,86,,active,AQUI,80001F8C-1500042816,romacraft-aquitane,1,98,"2023-01-05 17:03:39"
7418,CroMagnon,CroMagnon,1220,86,,active,CROM,80001F8E-1500043059,romacraft-cromagnon,1,98,"2023-01-05 17:03:30"
7419,"Intemperance BA","Intemperance BA",1220,86,"Two young guys from Austin Texas formed the Roma Craft company back in 2012. Since then they’ve made a huge impact on the small batch cigar market. All of their entries have been highly rated and are well made with an ample draw. As smokers palates have evolved over the years, this company has stood out by offering unique and complex blends pleasing the folks that steer towards high quality, medium-full bodied cigars.  This  90 rated BA edition follows a similar blend as its EC sister stick with the exception of noticeably darker wrapper raising the needle on the taste meter into the medium-full bodied range. I highly recommend the Envy Short Perfecto which is a joy to behold.  Origin - Nicaragua Filler - Dominican - Nicaraguan Binder - Indonesian Wrapper Type - Brazilian ",active,INTE,80001F90-1500043335,romacraft-intemperance-ba,1,1,"2022-05-02 03:22:04"
7420,"Intemperance EC","Intemperance EC",1220,86,"Two young guys from Austin Texas formed the Roma Craft company back in 2012. Since then they’ve made a huge impact on the small batch cigar market. All of their entries have been highly rated and are well made with an ample draw. As smokers palates have evolved over the years, this company has stood out by offering unique and complex blends pleasing the folks that steer towards high quality, medium-full bodied cigars.  This edition is a welcome entry that yields the same complex taste the brand in known for in a mild-medium bodied flavored stick appealing to every smoker. Its actually kind of sweet and creamy with a tiny bit of spice. Enjoy!  Origin - Nicaragua Filler - Dominican - Nicaraguan Binder - Indonesian Wrapper Type - Ecuador Connecticut",active,INTEM,80001F91-1500043467,romacraft-intemperance-ec,1,1,"2022-05-02 03:22:15"
7421,Neanderthal,Neanderthal,1220,86,"Two young guys from Austin Texas formed the Roma Craft company back in 2012. Since then they’ve made a huge impact on the small batch cigar market. All of their entries have been highly rated and are well made with an ample draw. As smokers palates have evolved over the years, this company has stood out by offering unique and complex blends pleasing the folks that steer towards high quality, medium-full bodied cigars.  This strange looking little guy is Roma Crafts He-Man stick thats been around since 2015.. The exclusive blend of U.S. grown Pennsylvania Broadleaf, Nicaraguan and Dominican fillers along with a U.S. grown Connecticut binder encased in a Mexican wrapper is not for the squeamish. This is an extremely robust cigar that increases in spiciness and intensity as you move along. Buckle up, big time!  Origin - Nicaragua Filler - Dominican - Nicaraguan - United States Binder - Connecticut Broadleaf Wrapper Type - San Andres",active,NEA,80001F94-1500043931,romacraft-neanderthal,1,1,"2022-05-02 03:22:04"
7422,Elegancia,Elegancia,1209,86,"<p>After years of planning the first original style of San Cristobal was launched in 2007 and crafted by famed Master Blender Jose “Don Pepin” Garcia along with the owners of the Ashton brand. The Quintessence blend is a mellow to medium bodied smoke that received a 91 rating. This cigar has a three seam cap and a perfectly smooth draw yielding a creamy coffee like taste. &nbsp;</p><p>Filler- Nicaraguan &nbsp; &nbsp; &nbsp; Binder- Nicaraguan &nbsp; &nbsp; &nbsp;Wrapper- Ecuador Connecticut</p>",active,ELEG,80001F96-1500044361,san-cristobal-elegancia,1,98,"2023-01-04 16:20:59"
7423,Revelation,Revelation,1209,86,"<p>After years of planning the original San Cristobal was launched in 2007 and crafted by famed Master Blender Jose “Don Pepin” Garcia along with the owners of the Ashton brand. The Nicaraguan made Revelation blend is a medium to full bodied, well balanced Cuban style smoke that got a 92 rating right upon entry. All the tobaccos used in these beautifully made cigars are aged 2 and 3 years respectively and are triple fermented which ensures a unique flavor unto itself. One of the great characteristics about this cigar &nbsp;is that the complex flavor bouquet intensifies and strengthens as you smoke it.&nbsp;</p><p>Filler- Nicaraguan &nbsp; &nbsp; &nbsp;Binder- Nicaraguan &nbsp; &nbsp; &nbsp;Wrapper - Ecuadorian Sumatra</p>",active,REVEL,80001F97-1500044446,san-cristobal-revelation,1,98,"2023-01-04 16:21:13"
7424,Ovation,Ovation,1209,86,"<p>The San Cristobal Ovation line is another edition made by Master Blender Jose “Pepin” Garcia. The Ovation &nbsp;features a near black and sweet Mexican San Andres Oscuro/Maduro wrapper which has been aged for approximately 30 months encasing vintage Nicaraguan filler and &nbsp;double binder tobaccos comprised of selected Corojo, Habano and Criollo leaves. This Nicaraguan made medium to full bodied cigar amps up both flavor, strength and intensity quickly after lighting up.</p><p>&nbsp;</p>",active,OVA,80001F98-1500044546,san-cristobal-ovation,1,98,"2023-01-04 16:21:29"
7425,Quintessence,Quintessence,1209,86,"<p>After years of planning the first original style San Cristobal was launched in 2007. Crafted by famed Master Blender Jose “Don Pepin” Garcia along with the owners of the Ashton brand. The Nicaraguan made Quintessence style is a solid medium to full bodied smoke that received a Top 25 status in 2018 when it was introduced along with a 92 rating. All the tobaccos used in these beautifully made cigars are aged 2 and 3 years respectively and are triple fermented which ensures a unique flavor unto itself. One of the great characteristics about this cigar is it possesses an interesting blend of sweetness and spice that builds along the way.&nbsp;</p><p>&nbsp;Filler-Nicaraguan &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Binder - Nicaraguan &nbsp; &nbsp; &nbsp; Wrapper &nbsp;- Ecuador Habano</p>",active,QUIN,80001F99-1500044606,san-cristobal-quintessence,1,124,"2023-08-15 11:10:06"
7426,Negra,Negra,1245,86,"<p>Tabak is the original Coffee infused premium cigar. The underlying taste of roasted coffee beans combined with a unique blend of tobacco produces a very enjoyable medium bodied smoke. The Negra’s darker wrapper gives this stick a more robust flavor. Needless to say, it’s great with a cup of espresso! Enjoy! Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Maduro Connecticut Broadleaf</p>",active,NEG,80001F9A-1500044774,tabak-especial-negra,1,98,"2023-01-04 12:29:01"
7427,"Platinum Crown","Platinum Crown",1298,86,"It’s hard to believe its been over 18 years since Davidoff launched this ultra-luxury brand paying homage to the company’s founder. Every facet of this highly complex, medium-bodied masterpiece is an accomplishment. The Dominican and Peruvian long fillers have been aged for over 5 years and combined with a Vintage Connecticut binder. The virtually perfect Ecuadorian grown Connecticut seed wrapper has been aged for 2 years .

These sticks are packed with tobacco and have a wonderful draw. They’re cool and slow-burning yielding a super smooth taste to the finish with just enough spice. If you have a favorite size or style you don’t see listed, notify us IMMEDIATELY for price availability and ETA. Enjoy these BIG TIME!

Origin - Dominican
Filler - Dominican/Peruvian
Binder - Connecticut
Wrapper Type - Ecuadorian Connecticut Seed",active,PLA,80001F9C-1500044959,zino-platinum-crown,1,1,"2022-05-02 03:22:17"
7428,"Nat Sherman Limited","Nat Sherman Limited",1281,86,NULL,inactive,NATS,80001FA3-1500497404,nat-sherman-nat-sherman-limited,0,1,"2023-11-10 05:31:02"
7429,Original,Original,1247,86,"<p>Schizo is the Asylum Cigar company's entry of budget priced, bundled cigars. While they are still handmade with long leaf wrappers, the fillers and binder consists of a mixture of long,medium and short leaves left over from their premium cigar production. This medium bodied Original blend is available in a variety of popular sizes.</p>",active,SCH:ORIGINAL,80001FA9-1500563568,schizo-bundle-original,1,124,"2023-02-08 09:29:25"
7430,"Laranja Reserva","Laranja Reserva",1189,86,"<p>As accomplished as Erik Espinosa’s blending abilities have been proven over the years, this edition shows us just how creative he is. When he first encountered the orange colored “Laranja” Brazilian wrapper, he was so intrigued with its overall characteristics he decided to produce an entire cigar line encased in it. The result achieved a 94 rating and Top 25 placement in 2016. This medium to full bodied cigar is delightfully different. The bright, zesty and uniquely citrus-like tastes are balanced with a natural sweetness that’s wonderful.&nbsp;</p><p>Wrapper: Brazilian Laranja<br>Binder: Nicaraguan<br>Filler: Nicaraguan</p><p>Filler - Nicaraguan &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Binder - Nicaraguan &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Wrapper - Brazilian</p>",active,LARA,80001FB2-1500565434,espinosa-laranja-reserva,1,98,"2022-12-22 11:11:06"
7431,"Crema (Connecticut)","Crema (Connecticut)",1189,86,"<p>While many of Erik Espinosa’s cigars are rightfully classified as medium to full-bodied in taste, his ability to reach out and offer wonderfully blended entries to those folks who enjoy mild cigars is evident with this edition. The Crema is the first Connecticut encased offering in the Espinosa Portfolio. It’s made with vintage Nicaraguan binders and fillers that are encased in a beautiful Ecuadorian grown Connecticut seed wrapper. This slow-burning mild to mellow stick yields a buttered bread smoothness with a bit of sweetness and mild spice and coffee flavor. &nbsp;&nbsp;</p><p>Filler- Nicaraguan Binder - Nicaraguan Wrapper- Ecuadorian Connecticut&nbsp;</p>",active,CREM,80001FB7-1500565859,espinosa-crema-connecticut,1,124,"2023-03-08 14:39:25"
7432,Habano,Habano,1189,86,"<p>This edition is probably one of the best examples of Erik Espinosa’s blending abilities. Over the years since this style was introduced it never received less than a 90 rating. As he continued to refine the “secret” blend, it got even better! Achieving 93 points along with becoming a top 25 cigar for 2020 was the result. This smooth, well-balanced cigar yields a semi-sweet and slightly spicy taste with a medium body that increases in strength just a bit as you move along. &nbsp;Filler- Nicaraguan Binder- Nicaraguan Wrapper- Habano Connecticut Sun Grown</p>",active,ESP:HABANO,80001FBB-1500566160,espinosa-habano,1,124,"2023-03-08 15:00:47"
7433,"Java Red","Java Red",1221,86,"<p>What our headline doesn’t state about the great Java Brand is that this cigar was a joint collaboration between Rocky Patel and Jonathan Drew of Drew Estate fame! These two masters created a brand that is still going strong after 16 years! This newest edition to the line combines the smooth Java taste with a hint of chocolate along with the liberal infusion of wild cherry flavors! This cigar is a must try! Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Corojo</p>",active,JAVAR,80001FC2-1501011992,rocky-patel-java-red,1,98,"2023-01-06 09:56:57"
7434,"Aging Room Quattro F55","Aging Room Quattro F55",1439,86,NULL,inactive,AGI,80001FC7-1501019739,aging-room-quattro-aging-room-quattro-f55,0,1,"2023-11-10 05:31:02"
7435,"Natural Pack","Natural Pack",1056,86,,active,NATU,80001FD3-1501258526,cuban-rounds-natural-pack,1,1,"2022-05-02 03:22:12"
7436,Natural,Natural,1056,86,,active,NATUR,80001FE2-1501277336,cuban-rounds-natural,1,124,"2023-02-08 09:27:21"
7437,Natural,Natural,1180,86,,active,NATURA,80001FE7-1501277740,cuban-rejects-natural,1,98,"2022-12-21 13:20:07"
7438,"Macanudo MAO","Macanudo MAO",1219,86,NULL,inactive,MACA,80001FF2-1501602555,macanudo-macanudo-mao,0,1,"2023-11-10 05:31:02"
